Image_Name,Score
12_a brain with colorful shapes_1.jpg,6.192032814025879
0_A_1.jpg,5.07293176651001
11_the number one on a white background_1.jpg,4.317085266113281
12_a brain with colorful shapes_0.jpg,4.081218242645264
10_A_0.jpg,3.1740269660949707
0_A_0.jpg,3.1688966751098633
11_the_0.jpg,3.158477306365967
13_A logo with the word pmu on it_0.jpg,1.0632799863815308
10_A_1.jpg,1.053936243057251
13_A logo with the word pmu on it_1.jpg,1.0132347345352173
